"P3.1_8";"P3.1_6";"P3.1_7";"P3.1_4";"P3.1_5";"P3.1_10";"P3.1_12";"P7.1";"P7.2";"P7.3";"P8.1";"P8.2";"P8.3";"P9.1.2.1";"P9.1.2.2";"P9.1.2.3";"P9.1.2.4";"P9.1.2.5";"P9.1.2.6";"P9.1.2.7";"P9.1.2.8";"P9.1.2.9";"P9.1.2.10";"P9.1.2.11";"P9.1.2.12";"P9.1.2.13";"P9.1.2.14";"P9.1.2.15";"P9.1.2.16";"P9.1.2.17";"P9.1.2.18";"P9.1.2.19";"P9.1.2.20";"P9.1.2.21";"P9.1.2.22";"P9.1.2.23";"P9.1.2.24";"P9.1.2.25";"P9.1.2.26";"P9.1.2.27";"P9.1.2.29";"P9.1.2.30";"P9.1.2.31";"P9.1.2.32";"P9.1.2.33";"P9.1.2.34";"P9.1.2.35";"P9.1.2.36";"P9.1.2.37";"P9.1.2.38";"P9.1.2.39";"P9.1.2.40";"P9.2.2.1";"P9.2.2.2";"P9.2.2.3";"P9.2.2.4";"P9.2.2.5";"P9.2.2.6";"P9.2.2.7";"P9.2.2.8";"P9.2.2.9";"P9.2.2.10";"P9.2.2.11";"P9.2.2.12";"P9.2.2.13";"P9.2.2.14";"P9.2.2.15";"P9.2.2.16";"P10.8";"P10.9.2";"CLASSE";"A";"B1";"B2";"C1";"C2";"DE"
1;1;2;2;1;1;0;1;1;2;4;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;4;1;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;3;0;0;2;1;0;1;0;3;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
1;1;1;0;0;0;0;1;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;2;1;0;1;0;1;1;1;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;2;0;1;0;0;1;1;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;1;0;1;0;1;0;1;3;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;1;0;0;1;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;2;1;0;1;0;1;1;2;2;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;2;0;1;0;0;1;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;1;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;1;2;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;1;1;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;1;1;0;0;0;0;1;0;0;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
0;1;2;0;0;1;0;1;1;0;2;1;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;1;2;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;4;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;2;0;0;0;1;1;1;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;0;0;1;0;1;0;0;2;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;0;0;0;1;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;2;1;1;0;1;0;2;0;3;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;1;0;0;2;6;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;1;0;1;0;1;2;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;6;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;8;0;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;1;0;1;0;1;6;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;6;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;0;0;1;0;0;2;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;0;0;0;0;1;0;0;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;0;0;0;2;6;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;0;0;0;0;1;0;0;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;1;0;1;6;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;6;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;6;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;6;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;2;2;1;1;0;1;1;1;2;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2;0;0;1;1;1;1;0;2;1;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;1;1;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;2;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;2;1;0;1;0;1;1;1;2;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;2;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;6;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;6;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;6;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;1;0;1;0;1;0;1;2;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;1;0;1;0;1;0;0;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;0;2;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;1;0;0;1;0;1;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;2;0;1;1;0;1;0;2;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;1;1;1;0;2;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;0;0;1;0;1;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;0;1;0;1;1;1;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;1;1;1;0;1;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;1;2;1;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;2;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;2;2;1;1;0;1;1;2;3;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;4;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;3;0;0;1;1;1;1;0;3;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
1;1;2;2;1;1;0;1;1;1;3;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;2;0;0;1;1;1;1;0;2;1;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;1;0;1;1;0;2;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;1;0;1;0;1;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;0;0;1;0;1;1;0;2;1;1;0;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;2;1;1;0;1;1;0;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;2;0;1;0;0;1;4;1;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;2;0;0;1;1;1;1;1;2;1;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;1;0;2;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;1;0;2;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
1;1;2;1;1;1;0;1;1;0;2;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;2;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;2;0;0;0;1;1;1;0;2;1;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1;1;2;1;1;1;0;1;1;1;3;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;2;0;0;1;1;0;1;1;3;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;6;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;6;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
1;1;1;1;0;0;0;1;0;0;2;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1;1;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;4;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
